mol_id,smiles,antibacterial,Polyketides,cluster
4281,CC(=CCC(C)C)C(O)C(C)C=CC=CC(O)CC1=C(C)C(=O)C(C)(O)O1,0,1,3
4304,COC1=CC(=O)c2c(cc3c(c2O)C(=O)C2(OC4CCC(OC5CCC(O)C(C)O5)C(C)O4)C(=O)C(C(C)=O)=C(O)C(OC4CCC(OC5CCC(OC6CCC(OC7CCC(OC(=O)C(C)(C)C(=O)O)C(C)O7)C(C)O6)C(C)O5)C(C)O4)C2C3)C1=O,1,1,1
4306,COC1CCC(OCC2(COC(=O)c3ccc(C)[nH]3)C(OC(C)=O)CC(O)C3(C)C4CC=C(C)C(C5=C(O)C(=O)OC5O)C4(C)CCC23)OC1C,1,1,1
4319,CC1(O)CC(O)Cc2cc3c(c(O)c21)C(=O)c1c(O)cc(O)cc1C3(C)C,1,1,1
4324,CC1OC(OC2CCC(OC3C(O)CC(OC4C(O)CC(c5ccc6c(=O)c7c(oc6c5O)C=CC5(O)CC(C)(OC6CCC(OC8CC(OC9CCC(OC%10CC(OC%11CCC(O)C(C)O%11)C(O)C(C)O%10)C(C)O9)C(O)C(C)O8)C(C)O6)CC(=O)C75O)OC4C)OC3C)OC2C)C=CC1=O,1,1,8
4328,CC(C=CC=CC=CC=CC(=O)C1=C(O)C(CCC(=O)O)N(C)C1=O)=CC(C)C(OC1CC(O)C(O)C(C)O1)C(C)C,1,1,7
4332,COC1C(C)OC(Oc2cccc3c(=O)c4c(O)c5c(c(O)c4oc23)CCc2cc3c(c(O)c2-5)C(=O)N2C(C(=O)O)COC2(C)C3)C(OC)C1OC,1,1,1
4335,CCCCCCCC1=CC(=O)C(O)(CCCCCC)O1,1,1,5
4340,CC1CC(C)C(=O)C2=C3OC4C(C)CC3(OC2=O)C(C=CC1=O)C4O,1,1,7
4350,CCC(C)C(O)C=CC(C)=CC=CC(C)CC(C)C1CC(O)C(C)C=CC=CC(C)CC=C(C)C(O)C=CCC(O)C(C)C=CC(=O)O1,1,1,0
4356,CCC1C=CC(C(O)C=C(C)C)OC(=O)C(C)=CC2C(=O)NC3=CC(=O)c4c(cc(C)c(O)c4C(C=O)C1)C32O,1,1,3
4376,Cc1cc(O)c2c3c(c(O)cc2c1)C(=O)c1c(O)cccc1C3=O,1,1,6
4379,Cc1cc(O)cc2oc3cc(O)cc(O)c3c(=O)c12,0,1,6
4382,CC1=CCC(=C(C)C)CC2(O)C(=O)c3cc(cc(O)c3C(=O)C2(C)Cl)OC(C)(C)C(Cl)CC1,1,1,4
4386,CC1CCC=CC=CCCC(O)CC(=O)CC2CCC(C)C(O)(O2)C(O)C(=O)OC(C)CCC=CC=CCCC(O)CC(=O)CC2CCC(C)C(O)(O2)C(O)C(=O)O1,1,1,7
4388,COC1C(OC2c3c(cc4c(c3O)C(=O)c3c(O)cccc3C4=O)C(=O)C(C)(O)C2OC)OC(C)C(O)C1O,1,1,9
4397,CNC1C(OC2C3=CC#CC4OC4(C4COC(=O)O4)C#CC3=CC2OC(=O)c2c(O)ccc3c(C)cc(OC)cc23)OC(C)C(O)C1O,1,1,1
4399,CCCC(C)C(=O)OC1c2c(cc(O)c3c2C(=O)c2cccc(O)c2-3)C(=O)C2(C)OC12,1,1,6
4402,COc1cccc2c1C(OC)C13OC1(C2=O)C(O)C(C)C(O)(C(=O)C1OC1C)C3O,0,1,1
4406,CCCCCCCCCCCCc1c(O)cc(CC(C)C)oc1=O,0,1,5
4407,CCCCCc1cc2c(c(O)c1C(=O)O)-c1cc3c(c(O)c1CC2)C(=O)c1c(O)cc(O)cc1C3(C)C,1,1,6
4412,CC1CCC=CC=CCCC(O)CC(O)CC2CCC(C)C(O)(O2)C(O)C(=O)OC(C)CCC=CC=CCCC(O)CC(O)CC2CCC(C)C(O)(O2)C(O)C(=O)O1,1,1,7
4415,CCCCCCCCc1c(O)cc(CC(C)C)oc1=O,0,1,5
4418,CC(CCCCCCCCCC=CCC(O)CCCC(O)CCCCCOC1OC(CO)C(O)C(O)C1O)CC(C)C(O)=C1C(=O)C2CC(O)CN2C1=O,1,1,3
4420,CCCCCCCC1OC(=O)CC(O)C(Cc2ccccc2)N(C)C(=O)C(C(C)C)OC(=O)C1C,0,1,3
4424,COC(=O)c1c(OC2OC(OC)C(OC)C(OC)C2C)cc2cc3c(c(O)c2c1C)C(=O)C1(OC)C(=O)C=C(OC)C(O)C1(O)C3=O,0,1,1
4430,COc1cc(O)c2c(O)c3c(cc2c1)CC1(O)CC(=O)C(C(C)=O)=C(O)C1(O)C3=O,0,1,6
4431,COC(c1ccc(O)cc1)C1C(C=CC=CC=CC(O)C(C)C(O)CC=C(C)C=CC(=O)O)C(C)=CC2C1C(C)(C)CC2(C)O,1,1,3
4432,Cc1cc(O)c2c3c4c(cc(O)c13)C(C)(C)C(=O)c1c(O)cc(O)c(c1-4)C2=O,1,1,6
4443,O=C1C=C2C(=CCOC2O)O1,0,1,4
4451,Cc1cc(O)c2c(c1)CC(O)C1=C2C(=O)c2c(O)ccc(OC3CC(O)C(OC4CC(OC5CCC(OC6CC(O)C(OC7CC(OC8CCC(O)C(C)O8)C(O)C(C)O7)C(C)O6)C(C)O5)C(O)C(C)O4)C(C)O3)c2C1=O,1,1,9
4453,CC(C)=CCCC(C)=CCC(CC1(O)C(=O)c2cc(O)cc(O)c2C(=O)C1(C)Cl)=C(C)C,1,1,4
4457,CCCCCCc1c(O)cc(CC(C)C)oc1=O,0,1,5
4458,C=C(C)C1=NC(c2nc(C=CC(OC)C(C)C(=CC(=O)OC)OC)cs2)CS1,0,1,3
4464,CC1CCC=CC=CCCC(O)CC(O)CC2CCC(C)C(O)(O2)C(O)C(=O)OC(C)CCC=CC=CCCC(O)CC(=O)CC2CCC(C)C(O)(O2)C(O)C(=O)O1,1,1,7
4484,CCC1OC(=O)C(C)C(OC2CC(C)(O)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1C,1,1,2
4495,CCCCC1CCCCC(C)Cc2cc(O)c(c(O)c2)C(CCCC)CCCCC(C)Cc2cc(O)c1c(O)c2,0,1,5
4498,CCC1(O)CC(OC2CC(N(C)C)C(OC3CC4OC5CC(=O)C(C)OC5OC4C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)C1C(=O)OC,1,1,9
4504,CCCCC1CCCCC(C)Cc2cc(O)c(c(O)c2)C(CCCC)CCCCC(C)C(OC(C)=O)c2cc(O)c1c(O)c2,0,1,4
4507,CC12Cc3cc4c(c(O)c3C(=O)N1C(C(=O)O)CO2)-c1c(cc2oc3c(O)cccc3c(=O)c2c1O)CC4,1,1,6
4510,CC(C)CCCCCCCCCCc1c(O)cc(CC(C)C)oc1=O,0,1,5
4512,COC1c2c(cc(O)c3c2C(=O)c2cccc(O)c2-3)C(=O)C2(C)OC12,1,1,6
4515,CC1=C2C(=COC(C)C2C)C(O)=C(C(=O)O)C1=O,0,1,4
4516,CCC1OC(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)CC(C)C(=O)C=CC1(C)O,1,1,8
4518,COC(=O)c1c(C)cc2c(c1O)C1(O)C(=O)c3cc4c(c(O)c3C(=O)C1(OC)CC2)C(=O)C=C(NC1OC(C)C(O)C(O)C1OC)C4=O,1,1,9
4524,CC(=CC(C)CCCCC(=O)O)C1OC2C=CC1OC(=O)C=CC=CC=CC1OC3CC1OC(C=CCC1OC(CC(O)C1C)C(O)C(O)C=CCCC=CC2)C3C,1,1,0
4527,CCCCCCC1=C(O)CC(CCCCC)OC1=O,1,1,5
4530,CC(=O)OC1C(C)OC(c2ccc3c(c2O)C(O)C24OC2(C3=O)C2(O)C(=O)C=C(C)CC2(O)CC4O)CC1OC(=O)C=CC=CC=CC=CC(=O)Nc1c(O)c2ccc(O)c(Cl)c2oc1=O,1,1,1
4533,CCC(C)CCCCC(O)C1C(=O)OCC1CO,0,1,3
4538,CC(C)CCCCCCc1c(O)cc(CC(C)C)oc1=O,0,1,5
4539,COC(C(O)CC(=O)C(C)C(O)CCC(C)C1OC2(CCC(C)C(CCC(C)C(C)=O)O2)CCC1C)C(OC(=O)CC(O)C1=C(C)C(=O)OC1=O)C(C)C,0,1,3
4546,CCCCCCCCCCc1c(O)cc(CC(C)C)oc1=O,0,1,5
4547,COC1C=CC=CCC(OC)c2coc(n2)CC(O)C(C)(C)C(CC(OC)C(C)CCC(=O)C(C)C(CC=CN(C)C=O)OC)OC(=O)CC(O)CC(OC)C=CC=CCC(OC)c2coc(n2)CC(O)C(C)(C)C(CC(OC)C(C)CCC(=O)C(C)C(CC=CN(C)C=O)OC)OC(=O)CC(O)C1,0,1,0
4548,CCC(C=Cc1cccc(=O)o1)=CC=Cc1ccccc1,0,1,5
4550,CCCCCCCC(O)C1C(=O)OCC1CO,0,1,3
4552,CC(=O)OC1c2nc(cs2)C(=O)OC(CCCC(C)(Cl)Cl)C(C)C(=O)OC(C(C)(C)O)c2nc(cs2)C(=O)OC1(C)C,0,1,3
4556,CCCCC1CCCCC(C)C(OC(C)=O)c2cc(O)c(c(O)c2)C(CCCC)CCCCC(C)C(OC(C)=O)c2cc(O)c1c(O)c2,0,1,4
4559,CC1OC2CC(=O)OC2C2=C1C(=O)c1c(O)c3c(c(O)c1C2=O)C1CC(O)C3(O)C(C)O1,1,1,1
4560,CC=C(C)C=C(C)C(O)C(C)C(O)C(O)C1CC=CC=CC(O)CC(O)C(C)c2nc(cs2)C=C(CCCCCC)C(=O)O1,1,1,3
4563,CCC(OC1CC(C)(O)C(OC2CCC(OC(=O)C(C)C(O)c3ccc4c(c3)C(=O)C=C(C)C4=O)C(C)O2)C(C)O1)C(C)C(O)C(C)C(O)C(C)C1OC(=O)C=CC(C)C(O)CC(O)CCCC(O)CCC(C)C(O)C(=O)C2(O)CC(O)CC(CC(O)CC(O)CC(O)CCCC(O)C=CC1C)O2,0,1,0
4576,COc1cc(O)c2c(c1)C(=O)c1cc3c(c(O)c1C2=O)C(OC1CC(C)(N(C)C)C(OC2CC(C)(O)C(N(C)C)C(C)O2)C(C)O1)C(OC)C(C)(O)C3=O,0,1,9
4577,CC1OC(OC2CCC(OC3C(O)CC(c4ccc5c(c4O)C(=O)C4=C(C5=O)C5(O)C(=O)CC(C)(OC6CCC(OC7CCC(=O)C(C)O7)C(C)O6)CC5(O)C=C4)OC3C)OC2C)CCC1=O,0,1,9
4578,COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(O)C(C)O5)C(O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(OC3CC(C)(O)C(O)C(C)O3)C(O)C(C)O2)C(O)C(C)O1,1,1,8
4587,COC1CC(O)C=CC=CC=CC(C)C(C(C)C(O)CC(C)O)OC(=O)C=CC=CC=CC(C)=CC(C)C(OC2OC(C)C(O)C(OC)C2OC)C=CC=Cc2coc(n2)C1C,0,1,0
4590,CC1(O)CC(=O)c2c(cc(O)c3c2C(=O)c2cccc(O)c2C3=O)C1,1,1,6
4600,C=C(C)C1COc2c(C)cc3oc4c(CC=C(C)C)ccc(O)c4c(=O)c3c2C1O,0,1,6
4757,CC(C)=CC(O)C1CCC(CC2CC(C)=CC3(CC(O)C4OC(CC(C)C5OC5CCC=CC(C)=CC=CCCO)C(O)CC4O3)O2)O1,0,1,3
4846,COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(OC)C(C)O5)C(OC(C)=O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(OC3CC(C)(O)C(OC(C)=O)C(C)O3)C(O)C(C)O2)C(O)C(C)O1,1,1,8
4935,CC1OC2CC(=O)OC2C2=C1C(=O)c1c(O)cccc1C2=O,0,1,1
4947,COC1CC(C)OC(OC2CCC(C)(O)C(=O)C=CC3OC3C(COC3OC(C)C(O)C(OC)C3OC)C(C)OC(=O)C=CC2C)C1O,1,1,8
4966,CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(N(C)C)C2O)C(CCO)CC(C)C(=O)C=CC(C)=CC1COC1OC(C)C(O)C(OC)C1OC,1,1,2
4967,CCCC(=O)OC1C(OC2C(CC=O)CC(C)C(=O)C=CC3(C)OC3C(C)C(CC)OC(=O)CC(O)C2C)OC(C)CC1N(C)C,1,1,8
4968,CCC(=O)OC1C(OC2C(CC=O)CC(C)C(=O)C=CC3(C)OC3C(C)C(CC)OC(=O)CC(O)C2C)OC(C)CC1N(C)C,1,1,8
4970,CNC(=N)NCCCC=CCCCC(C)CC(C)C1OC(=O)C(C)C(O)C=CC(C)C(O)CC(O)C(C)C(O)CCC(C)C(O)CC2(O)OC(CC(OC(=O)CC(=O)O)CC(O)CC(O)C(C)C(O)C=CC=CC1C)CC(O)C2O,1,1,0
5014,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,1,1,9
5021,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,1,1,9
5029,CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1ccccc1C3=O,1,1,9
5064,Cc1oc(=O)oc1COC(=O)C1=C(C2CCCO2)SC2C(C(C)O)C(=O)N12,1,1,3
5080,CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C2(C)CC(C)C(=NC(C)=O)C(C)C(OCC(=NOCc3ccc(-n4cccn4)nc3)CO2)C1(C)O,1,1,8
5265,CC(C)CCCCCCCCc1c(O)cc(CC(C)C)oc1=O,0,1,5
5295,CCCCCCc1c(O)cc(CCC)cc1O,1,1,5
5317,CCC1OC(C(C)=CC(C)C=CC2C(C)C2C=CC2OC(CC(=O)O)CC(N(C)C)C2O)CC=C1C,0,1,0
5318,CCC1OC(C(C)=CC(C)C=CC2C(C)C2C=CC2OC(CC(=O)O)CC(NC)C2O)CC=C1C,0,1,3
5319,CC(=CCC(C)C)C(O)C(C)C=CC=CC=CC1=C(C)C(=O)C(C)(O)O1,0,1,3
5320,COC(C(C)C(O)CC(=O)O)C(C)(C)C(=O)C(C)CC(C)C(O)C1(C)OC1C(C)C=C(C)C,0,1,3
5321,C=CC1OC1(C)CC(C)C(C)=CC=C(C)C=C(OC)C(=CC(=O)OC)OC,0,1,3
5322,CC=C(C)C1CC=C(C)C(OC2OC(CO)C(O)C2O)C(O)C(=O)CCC(C)C(=O)O1,1,1,7
5323,CC=C(C)C1CC=C(C)C(OC2OC(CO)C(O)C2O)C(OC(=O)CC(C)C)C(=O)CC=C(C)C(=O)O1,1,1,0
5324,CC=C(C)C1CC=C(C)C(OC2OC(CO)C(O)C2O)C(OC(=O)CC(C)C)C(=O)C=CC(C)C(=O)O1,1,1,0
5325,CCC1OC(C(C)=CC(C)C=CC2CC(OC)=C(CO)C(=O)O2)CC=C1C,0,1,3
5327,CC(C=CCCCCC=Cc1oc(=O)c(C)c(O)c1C)=CC=CC(C)C(O)C(C)CCc1ccccc1,1,1,5
5328,CC(C=CC=CC(O)CC=C1OC(C)C(=O)C(C)=C1O)=CC=CC(C)C(O)C(C)CCc1ccccc1,1,1,3
5329,CCC=CC=CC=C(C)C(O)CC(O)C(C)(O)C(O)CC=CC=CC=C(C)C=CC(O)CC=CC(=O)O,1,1,3
5341,CC(=Cc1csc(C)n1)C1CC2OC2CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)O1,0,1,7
5350,CC(=CCc1ccccc1)CCC(=O)CC1CC(O)CC(C)=CCC=CCC(CC(=O)O)=CC(=O)O1,1,1,3
5354,COC(CC(=O)O)C(C)C(=O)C(C)C=C(C)C1OC(=O)C(O)C(O)C=CC(C)CCCC1C,1,1,3
5355,CSC1=CC(=O)C(N)=C(Cl)C1=O,1,1,6
5416,COc1oc(CC=C(C)CCCC(C)=CC(C)O)c(C)c(=O)c1C,0,1,5
5417,CCCCCCCCCC1(CO)CCC(C)C(=O)O1,0,1,3
5419,O=c1c2cccc(O)c2c(=O)c2c(O)c3c(cc12)c(=O)c1c(O)cccc13,1,1,6
5428,Oc1ccc(Oc2cc(Br)c(Oc3ccc(O)c(Oc4ccc(Br)cc4Br)c3Br)c(Oc3ccc(Br)cc3Br)c2)cc1Br,1,1,6
5429,O=S(=O)(O)Oc1ccc(Oc2cc(Br)c(Oc3ccc(OS(=O)(=O)O)c(Oc4ccc(Br)cc4Br)c3Br)c(Oc3ccc(Br)cc3Br)c2)cc1Br,1,1,6
5430,O=S(=O)(O)Oc1ccc(Oc2c(Br)cc(Oc3ccc(O)c(Br)c3)cc2Oc2ccc(Br)cc2Br)c(Br)c1Oc1ccc(Br)cc1Br,1,1,6
5460,CCCC1CCCCCCCCCCCC#Cc2cc(O)c1c(O)c2,1,1,5
5479,COC1CC2CC=CC(CC(O)CC=C(C)C=CC(=O)OC(C(C)C(O)C(C)CCC(=O)C(C)C(OC)C(C)C=CN(C)C=O)C(C)C(OC)CC(OC)C1C)O2,0,1,0
5480,COC1CC2C=CCC(CC(OC)C3(CO3)C(OC)CC(OC)C(C)C(C(C)C(O)C(C)CCC(=O)C(C)C(OC)C(C)C=CN(C)C=O)OC(=O)C=CC(C)=CC1O)O2,0,1,0
5481,CCCCCCCCCCCC1(CO)CCCC(=O)O1,0,1,3
5504,CCCCCCCC=C(C)C(=O)c1cc(C(=O)CC)oc1O,1,1,5
5607,CC(=O)OC1CC(=O)OC2CC(CCC(Cl)=CCC=C1C)OC2C(O)C=C(C)CC(=O)O,0,1,3
5615,CCCCCCCCCC(O)CC1CC(O)CC(C)=CCC=CCC(CC(=O)O)=CC(=O)O1,1,1,3
5621,CC1=CCC(O)C(C)C(O)C=CC=CC=CC2C(C)=CC3C(C2C(c2ccc(O)cc2)OC(=O)C=C1)C(C)(C)CC3(C)O,1,1,7
5677,COC(=O)C1(O)C(=O)C(C)=COc2oc3cccc(O)c3c(=O)c21,0,1,6
5759,Cc1cc(=O)c(O)co1,0,1,6
5875,CCCCCc1cc(O)cc(O)c1,0,1,5
6059,Cc1ccnc2c1C(=O)c1ccccc1-2,0,1,6
6235,CCC(C)C(=O)c1c(O)cc(O)cc1OCC=C(C)CC=CC(C)(C)O,0,1,5
6236,C=C(C)C(O)CCC(C)=CCOc1cc(O)cc(O)c1C(=O)C(C)CC,0,1,5
6237,C=C(C)C(CCC(C)=CCOc1cc(O)cc(O)c1C(=O)C(C)CC)OO,0,1,5
6238,CCC(C)C(=O)c1c(O)cc(O)cc1OCC=C(C)CCC1OC1(C)C,0,1,5
6903,CCCCCC1OC(=O)Cc2cc(OC)c(O)c(O)c21,0,1,4
6961,CCc1oc(OC)c(Cc2c(O)c(CC=C(C)C)c(O)c(C(C)=O)c2O)c(=O)c1C,0,1,5
6962,CCc1oc(=O)c(Cc2c(O)c(C(C)=O)c(O)c3c2OC(C)(C)CC3)c(O)c1C,0,1,5
6963,CCc1c(C)oc(=O)c(C(C)c2c(O)c(CC=C(C)C)c(O)c(C(C)=O)c2O)c1O,0,1,5
7205,OCc1cc(O)c(O)c(Br)c1Cc1cc(O)c(O)c(Br)c1Br,0,1,6
7254,CCC1CC(C)C(=O)C=CC(C)=CC(C)C(CC)OC(=O)CC(O)C(C)C1OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C(N(C)C)C1O,0,1,2
7294,Cc1cc(=O)cc(Cc2cc(O)cc(O)c2)o1,0,1,6
7381,Cc1cc(=O)c2c(o1)OC1(C)C(CCC3C(C)(C)C(O)CCC31C)C2,0,1,1
7382,Cc1cc(=O)c2c(o1)OC1(C)C(CCC3C(C)(C)C(=O)CCC31C)C2,0,1,1
7585,CC(C=CC=CC(O)CC(O)CC1=C(C)C(=O)C(C)(O)O1)=CC=CC(C)C(O)C(C)CCc1ccccc1,0,1,3
7586,CC(C=CC=CC(O)CC(O)CC1=C(C)C(=O)C(C)(O)N1CCO)=CC=CC(C)C(O)C(C)CCc1ccccc1,0,1,3
7588,CC(C=CC=CC(O)CC=C1OC(C)C(O)=C(C)C1=O)=CC=CC(C)C(O)C(C)CCc1ccccc1,0,1,3
7680,O=C1C=CC(O)C23OC12C1(Oc2cccc4cccc(c24)O1)C(O)C(O)C3O,0,1,1
7681,O=C1CC(O)C(O)C23OC12C1(Oc2cccc4cccc(c24)O1)C1OC1C3O,0,1,1
7682,COC1CC(=O)C23OC2(C1O)C(O)C1OC1C31Oc2cccc3cccc(c23)O1,0,1,1
7683,Oc1ccc(O)c2c1C(O)C1OC1C21Oc2cccc3cccc(c23)O1,0,1,1
7684,O=C1CC(O)C2(Oc3cccc4cccc(c34)O2)c2c(O)ccc(O)c21,0,1,1
7685,O=C1CCC(O)C23OC12C1(Oc2cccc4cccc(c24)O1)C(O)C(O)C3O,0,1,1
7686,OC1C(O)C2(Oc3cccc4cccc(c34)O2)C23OC2(C(O)C=CC3O)C1O,0,1,1
7687,OC1C(O)C2(Oc3cccc4cccc(c34)O2)C23OC2(C(O)CCC3O)C1O,0,1,1
